0.19281121059352915,
0.5536673359860488,
0.44249405514139334,
0.3541673021370025,
0.3609410922986529,
0.06951308960236556,
0.5185150799809222,
0.5515855804783889,
0.40371639970916023,
0.4717850928770324,
0.061242915023316885,
0.32470309236735745,
0.2677379015354482,
0.2833872877756033,
0.35502431414915653,
0.35517183729448676,
0.07712272600101643,
0.5348034425042542,
0.1796929337020612,
0.3589919608317135,
0.03221692524625991,
0.4265267300706383,
0.2876430312569222,
0.45586487348153687,
0.19878503939300368,
0.18955072202009696,
0.47038270907219726,
0.5398719294185848,
0.28600487780083156,
0.3001869813886255,
0.5446315815917164,
0.39511764843714015,
0.427095334391302,
0.09031885802229495,
0.27166492206205023,
0.3163655378989595,
0.17577787463388256,
0.47739113830549634,
0.05614494810906886,
0.2730988692583607,
0.2713479340356875,
0.1905671614426546,
0.05859190618965592,
0.08286030646836254,
0.1484161785019742,
0.2953604804998939,
0.19970468942372932,
0.19922580134317538,
0.22626239014828228,
0.11127731551683775,
0.1651958958449512,
0.5211325306013278,
0.41034329015788557,
0.32837517203350564,
0.33661131808805145,
0.22496489515023252,
0.4355369957744653,
0.17944171978225637,
0.10827985853449189,
0.4007664426751823,
0.03613638336581228,
0.4044648806782139,
0.5417226452153412,
0.4455830728689722,
0.11202961709957562,
0.20911061318594515,
0.5355491956018871,
0.5179591685604347,
0.08106294254555474,
0.09220378442271206,
0.07460440103519402,
0.40139786051087456,
0.20800508426307435,
0.24793538782843402,
0.46873543063098955,
0.10672080896790716,
0.5104797987443392,
0.09206683502536334,
0.19405776120269538,
0.28657020031353075,
0.380205488233244,
0.3670972941193142,
0.537405298680593,
0.3805745205912043,
0.3383410384767783,
0.1976642977986525,
0.09959367871151904,
0.46193181434479436,
0.5342612677361592,
0.38996250903491847,
0.05470876267516951,
0.39429336884918387,
0.3286273946137285,
0.1566914241244049,
0.26590089167020137,
0.17538593535006836,
0.22113887443097047,
0.08032311292319014,
0.07507746745079869,
0.5501955492966194,
0.0795594740561629,
0.3765209151494416,
0.13379346169001338,
0.17493827227748468,
0.33174825619236487,
0.49582340417591575,
0.4281477955317176,
0.10863552425591093,
0.16338410442648255,
0.3365226229806524,
0.4856141133922141,
0.13119779974041512,
0.33642206388664897,
0.49971077998189206,
0.22976000644138986,
0.2689270133555679,
0.22686326104414475,
0.37248638733334694,
0.20372322843671192,
0.20082841831559187,
0.2359688607853246,
0.18958757561478384,
0.07405634049871918,
0.5652995653382576,
0.5255347101232305,
0.10540610257036528,
0.30763512278734284,
0.4459000905049693,
0.3383166997025801,
0.14431864426323054,
0.4798521810216238,
0.00876911409337986,
0.268945990508412,
0.22271714637456688,
0.19024416077414902,
0.060537974391483125,
0.0254095332805432,
0.2899048718887969,
0.0470736146341467,
0.26793781007807416,
0.3365112246191534,
0.37760954615452974,
0.14837682297982108,
0.11175545449675521,
0.37001873812955083,
0.28010557712969975,
0.0772051887534789,
0.3236078741605916,
0.15311619536399984,
0.5346766718953784,
0.5285055762743058,
0.14191817517479116,
0.2245377484535474,
0.38658985585743594,
0.045995689923479036,
0.26965717003737844,
0.4891311190679049,
0.5457343233268751,
0.25023311802731024,
0.043215577919236484,
0.08159962168679512,
0.1188928858107575,
0.2620055510908715,
0.1914746901331413,
0.027301691281309257,
0.07609683158585197,
0.1071273187539158,
0.27905248713695174,
0.5183116356109364,
0.148634795947844,
0.05241452260260149,
0.21511899808627535,
0.1289150207323257,
0.19269690060851805,
0.2655438915866458,
0.11608002542637236,
0.3634586159078522,
0.5001086139115151,
0.083447498808196,
0.19624512271124,
0.3709286564345796,
0.3526514306485108,
0.4105217217173936,
0.5785984889038118,
0.37265394832887566,
0.3882521787786773,
0.5628381498723358,
0.033744853834412745,
0.5379704842126886,
0.547787703740775,
0.5237288600916847,
0.09126749821664418,
0.49998735216034007,
0.29298349184834177,
0.3372282990578457,
0.08495415722241845,
0.1324061654830521,
0.24822171913457217,
0.2380469177659791,
0.35794695322728726,
0.061943833473616226,
0.3716704172802501,
0.24566356647788745,
0.5061628887515812,
0.27743206634556145,
0.10477144486517208,
0.2198423522943576,
0.3725208339764102,
0.20730021707184187,
0.31850001861987476,
0.4836433679853278,
0.5592555779044711,
0.3060541065456127,
0.17811320608208528,
0.45772881995274517,
0.5310671432579016,
0.04283580807099713,
0.04504795106017974,
0.12355346940143964,
0.44552820158068157,
0.24059379457606087,
0.24314392261258772,
0.5235751174450707,
0.5013721183020845,
0.204851704319535,
0.4670383759983993,
0.28830294550817315,
0.29561034200820346,
0.4310353335487692,
0.11143383005151611,
0.5269441720294787,
0.02738062384272411,
0.27292683862653866,
0.1637110025864677,
0.0987168441813856,
0.276007390347046,
0.1909039762621562,
0.14018273950594873,
0.06619101544028862,
0.41382988699263046,
0.5592854618741374,
0.3447776307777034,
0.3366677888847835,
0.4474471420793068,
0.45636889423240934,
0.29751266229427725,
0.22557758849110354,
0.27053188942792905
